Wavelength[nm],0.00,1000.69,2001.38,3002.08,4002.77,5003.46,6004.15,7004.85,8005.54,9006.23,10006.92,11007.62,12008.31,13009.00,14009.69,15010.38,16011.08,17011.77,18012.46,19013.15,20013.85,21014.54,22015.23,23015.92,24016.61,25017.31,26018.00,27018.69,28019.38,29020.08,30020.77,31021.46,32022.15,33022.85,34023.54,35024.23,36024.92,37025.61,38026.31,39027.00
390.2,-16.3837,-75.7748,-12.2878,-2.0480,-69.6309,-45.0553,-24.5756,-10.2398,79.8708,-20.4797,-4.0959,-86.0147,-4.0959,-6.1439,-49.1512,4.0959,45.0553,28.6716,-6.1439,-22.5277,4.0959,43.0073,-24.5756,-79.8708,-51.1992,34.8155,-57.3431,-30.7195,-57.3431,6.1439,-10.2398,-14.3358,4.0959,-45.0553,-47.1033,-43.0073,-49.1512,-94.2066,-71.6789,14.3358
390.4,-32.7675,26.6236,-30.7195,-12.2878,-61.4391,-30.7195,45.0553,-4.0959,14.3358,6.1439,-28.6716,-28.6716,-34.8155,12.2878,12.2878,43.0073,-63.4870,36.8634,12.2878,-24.5756,-24.5756,10.2398,18.4317,-4.0959,81.9187,16.3837,-26.6236,4.0959,102.3984,-67.5830,59.3911,-40.9594,79.8708,26.6236,32.7675,12.2878,22.5277,-18.4317,-69.6309,-22.5277
390.6,-16.3837,-12.2878,30.7195,38.9114,6.1439,-32.7675,-22.5277,-32.7675,8.1919,0.0000,-10.2398,-61.4391,32.7675,32.7675,-6.1439,-28.6716,-38.9114,-10.2398,-2.0480,38.9114,-45.0553,-4.0959,4.0959,-22.5277,20.4797,-43.0073,-20.4797,-4.0959,-34.8155,-63.4870,-24.5756,-6.1439,-12.2878,-86.0147,-38.9114,-22.5277,20.4797,-55.2952,12.2878,-18.4317
390.8,-65.5350,-12.2878,-53.2472,-79.8708,-65.5350,-55.2952,-32.7675,12.2878,-137.2139,-12.2878,18.4317,-8.1919,-14.3358,-55.2952,6.1439,-4.0959,-30.7195,53.2472,-81.9187,-32.7675,-18.4317,2.0480,-16.3837,16.3838,-18.4317,-45.0553,28.6716,-18.4317,8.1919,-18.4317,-40.9594,-22.5277,-38.9114,-53.2472,-22.5277,-45.0553,-4.0959,-26.6236,-8.1919,-34.8155
391.0,0.0000,-40.9594,-2.0480,-67.5830,65.5350,81.9188,32.7675,49.1512,-28.6716,118.7822,49.1512,8.1919,22.5277,20.4797,65.5350,-16.3837,2.0480,-40.9594,22.5277,26.6236,-8.1919,47.1033,45.0553,-30.7195,34.8155,75.7748,12.2878,45.0553,75.7748,55.2952,-28.6716,-14.3358,53.2472,75.7748,-12.2878,10.2398,2.0480,2.0480,69.6309,-40.9594
391.2,30.7195,16.3837,-28.6716,36.8634,0.0000,16.3837,-2.0480,22.5277,-14.3358,4.0959,10.2398,-4.0959,-14.3358,43.0073,2.0480,28.6716,6.1439,32.7675,-4.0959,-10.2398,20.4797,6.1439,-10.2398,2.0480,40.9594,-8.1919,55.2952,53.2472,-83.9667,40.9594,26.6236,-30.7195,-90.1106,-20.4797,32.7675,-63.4870,45.0553,10.2398,6.1439,51.1992
391.4,8.1919,-40.9594,14.3358,-45.0553,40.9594,-12.2878,-51.1992,-26.6236,-69.6309,22.5277,69.6309,2.0480,-14.3358,-57.3431,20.4797,20.4797,-2.0480,-12.2878,28.6716,-36.8634,-45.0553,-14.3358,-30.7195,51.1992,-14.3358,20.4797,-36.8634,14.3358,65.5350,65.5350,22.5277,-49.1513,-2.0480,-73.7269,32.7675,-4.0959,49.1512,14.3358,22.5277,30.7195
391.6,6.1439,-32.7675,-38.9114,-61.4391,-24.5756,-10.2398,-10.2398,-28.6716,-34.8155,-38.9114,-83.9667,-38.9114,63.4870,26.6236,-8.1919,22.5277,8.1919,-51.1992,-59.3911,36.8634,30.7195,-55.2952,-49.1513,-22.5277,0.0000,18.4317,2.0480,22.5277,-65.5350,-36.8634,4.0959,-16.3837,-45.0553,-18.4317,32.7675,32.7675,4.0959,-96.2545,-55.2952,-24.5756
391.8,36.8634,67.5830,-24.5756,16.3837,83.9667,34.8155,71.6789,-26.6236,61.4391,22.5277,79.8708,116.7342,12.2878,30.7195,88.0627,-12.2878,90.1106,53.2472,135.1659,79.8708,14.3358,92.1586,61.4391,51.1992,38.9114,14.3358,120.8302,43.0073,63.4870,75.7748,6.1439,-26.6236,36.8634,81.9187,98.3025,81.9187,49.1512,71.6789,79.8708,49.1512
392.0,-43.0073,63.4870,-28.6716,-34.8155,71.6789,-43.0073,-36.8634,49.1512,36.8634,77.8228,-26.6236,55.2952,16.3837,-4.0959,-43.0073,8.1919,-2.0480,63.4870,34.8155,8.1919,-10.2398,-26.6236,-36.8634,67.5830,36.8634,65.5350,-18.4317,-57.3431,-16.3838,71.6789,49.1512,22.5277,8.1919,0.0000,-4.0959,-10.2398,-26.6236,-2.0480,0.0000,30.7195
392.2,6.1439,59.3911,77.8228,-10.2398,6.1439,51.1992,18.4317,47.1033,71.6789,38.9114,6.1439,12.2878,12.2878,-12.2878,28.6716,8.1919,43.0073,-6.1439,30.7195,-34.8155,43.0073,61.4391,57.3431,22.5277,-2.0480,36.8634,59.3911,118.7822,14.3358,45.0553,34.8155,30.7195,-75.7748,22.5277,6.1439,36.8634,51.1992,-10.2398,-4.0959,8.1919
392.5,-14.3358,12.2878,-59.3911,96.2545,-45.0553,65.5350,65.5350,34.8155,55.2952,-20.4797,18.4317,-14.3358,16.3837,-90.1106,43.0073,22.5277,8.1919,-20.4797,2.0480,16.3837,-16.3837,12.2878,0.0000,26.6236,-6.1439,-22.5277,-65.5350,-24.5756,-47.1033,24.5756,-30.7195,24.5756,-12.2878,-30.7195,63.4870,-43.0073,-36.8634,-63.4870,-65.5350,14.3358
392.7,-69.6309,-28.6716,8.1919,-83.9667,-49.1512,-18.4317,-24.5756,-45.0553,20.4797,-47.1033,-79.8708,-28.6716,-114.6862,-47.1033,-71.6789,22.5277,-43.0073,12.2878,-18.4317,-28.6716,-30.7195,-47.1033,-75.7748,-26.6236,-12.2878,-63.4870,-53.2472,36.8634,-100.3505,26.6236,-71.6789,30.7195,-53.2472,0.0000,-32.7675,-65.5350,10.2398,-38.9114,-51.1992,-57.3431
392.9,-10.2398,-8.1919,-38.9114,-71.6789,-16.3837,-69.6309,-30.7195,-55.2952,-38.9114,-4.0959,-34.8155,-12.2878,-65.5350,-81.9188,-16.3837,-77.8228,-34.8155,-43.0073,24.5756,-63.4870,-92.1586,-2.0480,-22.5277,0.0000,-73.7269,-16.3837,-53.2472,-69.6309,-18.4317,-6.1439,-22.5277,-114.6862,-24.5756,-59.3911,-51.1992,-45.0553,-38.9114,-83.9667,-65.5350,-24.5756
393.1,-32.7675,-83.9667,-8.1919,-67.5830,-38.9114,-22.5277,-40.9594,-2.0480,-45.0553,-6.1439,-12.2878,-6.1439,32.7675,-16.3838,-26.6236,-22.5277,-38.9114,-75.7748,-104.4464,38.9114,-61.4391,-32.7675,-59.3911,-28.6716,-57.3431,-34.8155,-22.5277,-22.5277,-67.5830,-71.6789,-43.0073,-61.4391,-22.5277,63.4870,-34.8155,-71.6789,-38.9114,-40.9594,-53.2472,4.0959
393.3,-69.6309,-55.2952,-22.5277,-45.0553,-90.1106,-43.0073,14.3358,43.0073,81.9188,22.5277,16.3837,47.1033,-45.0553,4.0959,8.1919,69.6309,-12.2878,-16.3837,-26.6236,-26.6236,-2.0480,38.9114,-34.8155,-10.2398,-38.9114,-22.5277,-30.7195,-8.1919,14.3358,24.5756,-8.1919,24.5756,-57.3431,-2.0480,40.9594,-34.8155,-32.7675,-4.0959,28.6716,36.8634
393.5,0.0000,-16.3837,-14.3358,57.3431,63.4870,28.6716,-2.0480,38.9114,8.1919,73.7269,53.2472,77.8228,34.8155,51.1992,32.7675,22.5277,38.9114,14.3358,139.2619,61.4391,-16.3837,8.1919,69.6309,22.5277,-8.1919,57.3431,32.7675,12.2878,-43.0073,12.2878,67.5830,40.9594,32.7675,0.0000,-22.5277,38.9114,30.7195,61.4391,49.1513,4.0959
393.7,24.5756,79.8708,81.9187,61.4391,69.6309,38.9114,59.3911,100.3505,12.2878,-2.0480,71.6789,88.0627,24.5756,53.2472,47.1033,88.0627,118.7822,22.5277,79.8708,55.2952,100.3505,36.8634,34.8155,104.4464,129.0220,-10.2398,88.0627,51.1992,51.1992,30.7195,47.1033,51.1992,92.1586,75.7748,-2.0480,22.5277,26.6236,24.5756,43.0073,100.3505
393.9,-16.3837,-10.2398,10.2398,0.0000,40.9594,4.0959,-71.6789,-18.4317,36.8634,61.4391,-8.1919,53.2472,2.0480,-4.0959,30.7195,0.0000,36.8634,98.3025,16.3838,77.8228,45.0553,22.5277,40.9594,67.5830,49.1513,4.0959,8.1919,98.3025,55.2952,-14.3358,24.5756,57.3431,-4.0959,94.2066,-8.1919,108.5423,51.1992,36.8634,-20.4797,32.7675
394.1,-16.3837,-10.2398,49.1512,30.7195,0.0000,4.0959,28.6716,40.9594,16.3837,-43.0073,18.4317,10.2398,14.3358,-55.2952,20.4797,-38.9114,-4.0959,-71.6789,-4.0959,12.2878,-36.8634,-34.8155,47.1033,47.1033,20.4797,-77.8228,-43.0073,-49.1513,-55.2952,12.2878,-14.3358,12.2878,-6.1439,-57.3431,-22.5277,8.1919,-79.8708,24.5756,-26.6236,-6.1439
394.3,10.2398,-8.1919,106.4944,59.3911,16.3837,-47.1033,45.0553,86.0147,77.8228,-2.0480,30.7195,-53.2472,-10.2398,59.3911,32.7675,20.4797,-36.8634,-14.3358,71.6789,24.5756,36.8634,51.1992,6.1439,-22.5277,-18.4317,75.7748,-30.7195,-26.6236,6.1439,-10.2398,4.0959,14.3358,0.0000,34.8155,-20.4797,30.7195,45.0553,47.1033,-45.0553,-4.0959
394.5,-57.3431,-55.2952,-86.0147,-53.2472,-40.9594,-8.1919,-65.5350,-24.5756,-133.1180,-67.5830,-53.2472,-65.5350,-22.5277,-67.5830,-108.5423,-55.2952,-143.3578,-61.4391,-71.6789,6.1439,-38.9114,-65.5350,-90.1106,-43.0073,36.8634,-45.0553,-73.7269,-159.7416,-81.9188,-102.3984,-108.5423,-38.9114,-49.1513,-47.1033,-20.4797,-116.7342,-73.7269,-83.9667,-24.5756,-43.0073
394.7,-88.0627,0.0000,-14.3358,-18.4317,2.0480,28.6716,-61.4391,-81.9188,6.1439,-34.8155,-8.1919,-20.4797,-18.4317,-86.0147,-40.9594,-30.7195,-38.9114,-30.7195,-40.9594,24.5756,-22.5277,-12.2878,0.0000,-4.0959,-22.5277,2.0480,-10.2398,-57.3431,-12.2878,-79.8708,-45.0553,-8.1919,-18.4317,45.0553,-26.6236,-6.1439,-47.1033,-59.3911,26.6236,-6.1439
394.9,-18.4317,-12.2878,-67.5830,-47.1033,-20.4797,10.2398,-55.2952,-16.3837,2.0480,-38.9114,-34.8155,-12.2878,-40.9594,32.7675,8.1919,24.5756,-59.3911,12.2878,-45.0553,-10.2398,-28.6716,-16.3837,90.1106,22.5277,-65.5350,-26.6236,-16.3837,-24.5756,10.2398,14.3358,14.3358,-47.1033,-57.3431,16.3837,16.3837,6.1439,-30.7195,-2.0480,4.0959,55.2952
395.1,6.1439,8.1919,16.3837,30.7195,18.4317,77.8228,81.9188,63.4870,55.2952,75.7748,30.7195,47.1033,32.7675,16.3837,67.5830,90.1106,36.8634,81.9188,-2.0480,45.0553,43.0073,38.9114,18.4317,131.0700,96.2545,32.7675,147.4538,12.2878,26.6236,43.0073,55.2952,92.1586,81.9188,63.4870,75.7748,-2.0480,10.2398,67.5830,55.2952,-14.3358
395.3,-28.6716,-16.3837,-63.4870,-49.1512,-53.2472,-30.7195,-112.6383,-12.2878,-59.3911,-36.8634,-106.4944,12.2878,-53.2472,-14.3358,-59.3911,-30.7195,-32.7675,-55.2952,-61.4391,-45.0553,-6.1439,-34.8155,-20.4797,-61.4391,-36.8634,-24.5756,-8.1919,-53.2472,2.0480,-40.9594,22.5277,-98.3025,4.0959,-94.2066,-124.9261,-94.2066,-43.0073,-88.0627,-30.7195,-112.6383
395.5,-12.2878,-100.3505,-12.2878,-4.0959,38.9114,8.1919,-20.4797,-12.2878,-14.3358,-20.4797,-14.3358,-69.6309,-12.2878,-83.9667,-47.1033,-22.5277,10.2398,-18.4317,57.3431,36.8634,-32.7675,-43.0073,-16.3837,-10.2398,-94.2066,-2.0480,24.5756,-120.8302,-8.1919,-53.2472,-18.4317,-26.6236,-38.9114,-22.5277,-24.5756,-24.5756,-38.9114,-53.2472,-10.2398,-71.6789
395.8,-8.1919,-81.9188,20.4797,-59.3911,-75.7748,-77.8228,-32.7675,-16.3837,-8.1919,32.7675,26.6236,36.8634,-43.0073,-57.3431,-40.9594,-8.1919,-61.4391,-28.6716,-26.6236,-43.0073,-49.1512,-24.5756,-77.8228,-24.5756,45.0553,-88.0627,10.2398,0.0000,4.0959,26.6236,-83.9667,14.3358,8.1919,-51.1992,-55.2952,-14.3358,14.3358,-22.5277,-49.1512,-14.3358
396.0,-92.1586,-2.0480,-63.4870,24.5756,-30.7195,-6.1439,-126.9741,-8.1919,-30.7195,-2.0480,38.9114,2.0480,-34.8155,14.3358,30.7195,45.0553,-24.5756,-79.8708,32.7675,-12.2878,-4.0959,22.5277,40.9594,43.0073,-59.3911,20.4797,-49.1513,-26.6236,63.4870,-24.5756,10.2398,-55.2952,32.7675,-34.8155,14.3358,40.9594,-30.7195,-79.8708,18.4317,-12.2878
396.2,26.6236,61.4391,-83.9667,47.1033,24.5756,18.4317,6.1439,-14.3358,77.8228,34.8155,-28.6716,14.3358,71.6789,8.1919,34.8155,30.7195,-16.3837,2.0480,-8.1919,-14.3358,81.9188,-18.4317,71.6789,-10.2398,18.4317,14.3358,24.5756,32.7675,38.9114,18.4317,40.9594,8.1919,47.1033,2.0480,-26.6236,45.0553,-6.1439,34.8155,38.9114,32.7675
396.4,28.6716,124.9261,100.3505,20.4797,55.2952,45.0553,10.2398,16.3837,28.6716,61.4391,59.3911,-61.4391,71.6789,71.6789,18.4317,16.3837,112.6383,102.3984,8.1919,-55.2952,51.1992,-14.3358,34.8155,22.5277,47.1033,30.7195,-14.3358,73.7269,73.7269,38.9114,57.3431,8.1919,65.5350,40.9594,69.6309,6.1439,65.5350,22.5277,16.3837,36.8634
396.6,-10.2398,-22.5277,24.5756,34.8155,51.1992,12.2878,-10.2398,-12.2878,14.3358,-40.9594,-28.6716,77.8228,4.0959,12.2878,-20.4797,30.7195,-26.6236,-30.7195,57.3431,-43.0073,14.3358,38.9114,-4.0959,36.8634,10.2398,20.4797,-63.4870,32.7675,24.5756,18.4317,12.2878,-22.5277,26.6236,24.5756,34.8155,22.5277,124.9261,69.6309,-81.9188,22.5277
396.8,-86.0147,-43.0073,-16.3837,-18.4317,-57.3431,12.2878,-65.5350,-45.0553,2.0480,-14.3358,-16.3837,-43.0073,-34.8155,-8.1919,30.7195,12.2878,-6.1439,18.4317,-2.0480,-26.6236,-57.3431,-10.2398,24.5756,-67.5830,-24.5756,-65.5350,-57.3431,-32.7675,-24.5756,-83.9667,-10.2398,47.1033,30.7195,-63.4870,12.2878,-83.9667,-20.4797,38.9114,61.4391,-8.1919
397.0,18.4317,36.8634,43.0073,55.2952,112.6383,28.6716,71.6789,45.0553,45.0553,90.1106,4.0959,100.3505,63.4870,98.3025,-38.9114,59.3911,75.7748,92.1586,83.9667,-14.3358,38.9114,63.4870,59.3911,83.9667,-10.2398,47.1033,28.6716,69.6309,34.8155,14.3358,-10.2398,38.9114,51.1992,30.7195,-20.4797,40.9594,4.0959,-10.2398,86.0147,32.7675
397.2,-59.3911,-49.1512,-92.1586,-163.8375,-30.7195,-57.3431,2.0480,-28.6716,-53.2472,0.0000,-55.2952,10.2398,-26.6236,-57.3431,-40.9594,-67.5830,30.7195,-53.2472,-51.1992,-30.7195,-96.2545,-4.0959,12.2878,-88.0627,-59.3911,-81.9188,-45.0553,-61.4391,-102.3984,-83.9667,-77.8228,-81.9188,-59.3911,57.3431,-18.4317,-65.5350,-59.3911,-34.8155,-32.7675,-59.3911
397.4,16.3837,32.7675,-4.0959,-67.5830,-22.5277,-4.0959,26.6236,4.0959,-51.1992,-67.5830,14.3358,6.1439,-12.2878,-36.8634,-71.6789,-8.1919,-28.6716,-32.7675,-28.6716,-61.4391,-12.2878,-26.6236,-79.8708,-61.4391,47.1033,65.5350,-36.8634,-34.8155,-4.0959,-20.4797,14.3358,-12.2878,-45.0553,36.8634,26.6236,-14.3358,53.2472,-8.1919,-51.1992,16.3837
397.6,53.2472,36.8634,-30.7195,8.1919,-12.2878,100.3505,38.9114,-6.1439,28.6716,34.8155,34.8155,32.7675,43.0073,-12.2878,-63.4870,-32.7675,61.4391,12.2878,-45.0553,-6.1439,-40.9594,40.9594,6.1439,0.0000,24.5756,-40.9594,22.5277,16.3837,4.0959,30.7195,90.1106,69.6309,34.8155,-36.8634,-57.3431,-6.1439,-4.0959,38.9114,94.2066,71.6789
397.8,81.9188,108.5423,53.2472,69.6309,69.6309,110.5903,-10.2398,26.6236,96.2545,28.6716,59.3911,116.7342,69.6309,122.8781,92.1586,98.3025,79.8708,34.8155,63.4870,6.1439,67.5830,38.9114,20.4797,77.8228,49.1513,131.0700,75.7748,61.4391,38.9114,36.8634,16.3837,73.7269,57.3431,69.6309,81.9188,12.2878,88.0627,94.2066,0.0000,94.2066
398.0,98.3025,110.5903,12.2878,28.6716,-12.2878,20.4797,110.5903,98.3025,59.3911,88.0627,67.5830,20.4797,67.5830,94.2066,67.5830,83.9667,-10.2398,51.1992,108.5423,98.3025,40.9594,0.0000,51.1992,77.8228,65.5350,79.8708,-12.2878,106.4944,36.8634,-55.2952,98.3025,53.2472,83.9667,100.3505,112.6383,30.7195,83.9667,6.1439,65.5350,81.9187
398.2,28.6716,77.8228,65.5350,-38.9114,28.6716,43.0073,100.3505,49.1512,38.9114,98.3025,40.9594,16.3837,65.5350,16.3837,59.3911,77.8228,49.1512,32.7675,2.0480,34.8155,90.1106,61.4391,28.6716,108.5423,57.3431,104.4464,45.0553,71.6789,79.8708,14.3358,67.5830,104.4464,32.7675,40.9594,63.4870,100.3505,57.3431,61.4391,2.0480,61.4391
398.4,45.0553,22.5277,2.0480,14.3358,4.0959,59.3911,-18.4317,20.4797,-4.0959,-81.9188,34.8155,8.1919,51.1992,-8.1919,34.8155,32.7675,-18.4317,-61.4391,30.7195,-18.4317,14.3358,-34.8155,53.2472,4.0959,75.7748,28.6716,20.4797,8.1919,4.0959,40.9594,32.7675,-43.0073,-16.3838,98.3025,45.0553,-2.0480,16.3837,49.1512,112.6383,36.8634
398.6,69.6309,-4.0959,34.8155,92.1586,14.3358,8.1919,55.2952,147.4538,83.9667,57.3431,40.9594,6.1439,53.2472,34.8155,16.3837,-4.0959,47.1033,114.6862,63.4870,51.1992,51.1992,71.6789,65.5350,38.9114,65.5350,30.7195,51.1992,86.0147,77.8228,79.8708,2.0480,28.6716,-2.0480,26.6236,47.1033,28.6716,2.0480,6.1439,24.5756,49.1513
