Wavelength[nm],0.00,6.67,13.34,20.01,26.69,33.36,40.03,46.70,53.37,60.04,66.71,73.38,80.06,86.73,93.40,100.07,106.74,113.41,120.08,126.75,133.43,140.10,146.77,153.44,160.11,166.78,173.45,180.12,186.80,193.47,200.14,206.81,213.48,220.15,226.82,233.49,240.17,246.84,253.51,260.18,266.85,273.52,280.19,286.87,293.54,300.21,306.88,313.55,320.22,326.89,333.56,340.24,346.91,353.58,360.25,366.92,373.59,380.26,386.93,393.61,400.28,406.95,413.62,420.29,426.96,433.63,440.30,446.98,453.65,460.32,466.99,473.66,480.33,487.00,493.67
390.2,1191.9178,1191.9178,1292.2683,1236.9731,1234.9252,1239.0211,1316.8439,1300.4602,1241.0691,1257.4528,1214.4455,1253.3569,1239.0211,1277.9325,1212.3975,1214.4455,1241.0691,1216.4934,1234.9252,1198.0617,1218.5414,1241.0691,1232.8772,1236.9731,1226.7333,1183.7259,1279.9805,1206.2536,1243.1170,1263.5967,1257.4528,1183.7259,1263.5967,1251.3089,1267.6927,1191.9178,1181.6780,1202.1577,1234.9252,1179.6300,1169.3902,1196.0138,1185.7739,1202.1577,1292.2683,1249.2609,1273.8366,1206.2536,1239.0211,1234.9252,1265.6447,1259.5008,1251.3089,1239.0211,1236.9731,1234.9252,1325.0358,1234.9252,1208.3016,1198.0617,1210.3495,1218.5414,1243.1170,1159.1503,1226.7333,1232.8772,1193.9658,1273.8366,1259.5008,1228.7812,1282.0284,1261.5487,1222.6373,1187.8219,1279.9805
390.4,1208.3016,1255.4048,1228.7812,1150.9584,1232.8772,1200.1097,1228.7812,1208.3016,1247.2130,1263.5967,1234.9252,1212.3975,1208.3016,1279.9805,1245.1650,1187.8219,1200.1097,1236.9731,1181.6780,1157.1023,1234.9252,1222.6373,1220.5894,1228.7812,1193.9658,1236.9731,1202.1577,1224.6853,1224.6853,1210.3495,1232.8772,1214.4455,1232.8772,1204.2056,1249.2609,1243.1170,1210.3495,1224.6853,1196.0138,1236.9731,1208.3016,1257.4528,1153.0064,1214.4455,1193.9658,1173.4861,1255.4048,1243.1170,1191.9178,1308.6520,1175.5341,1198.0617,1175.5341,1218.5414,1196.0138,1239.0211,1183.7259,1216.4934,1212.3975,1210.3495,1273.8366,1236.9731,1294.3163,1222.6373,1187.8219,1140.7186,1249.2609,1208.3016,1263.5967,1245.1650,1257.4528,1222.6373,1193.9658,1302.5081,1220.5894
390.6,1265.6447,1257.4528,1216.4934,1181.6780,1171.4381,1216.4934,1210.3495,1232.8772,1187.8219,1220.5894,1208.3016,1253.3569,1228.7812,1222.6373,1236.9731,1226.7333,1263.5967,1314.7959,1294.3163,1259.5008,1282.0284,1191.9178,1263.5967,1171.4381,1220.5894,1220.5894,1210.3495,1165.2942,1210.3495,1282.0284,1249.2609,1265.6447,1232.8772,1202.1577,1228.7812,1286.1244,1277.9325,1210.3495,1220.5894,1206.2536,1208.3016,1239.0211,1210.3495,1251.3089,1220.5894,1265.6447,1177.5820,1249.2609,1200.1097,1279.9805,1232.8772,1249.2609,1216.4934,1206.2536,1265.6447,1208.3016,1198.0617,1226.7333,1236.9731,1216.4934,1198.0617,1236.9731,1232.8772,1181.6780,1259.5008,1179.6300,1241.0691,1245.1650,1212.3975,1277.9325,1196.0138,1232.8772,1181.6780,1218.5414,1191.9178
390.8,1234.9252,1191.9178,1189.8698,1265.6447,1232.8772,1198.0617,1210.3495,1236.9731,1236.9731,1249.2609,1269.7406,1245.1650,1228.7812,1189.8698,1241.0691,1181.6780,1171.4381,1239.0211,1275.8845,1210.3495,1224.6853,1294.3163,1255.4048,1169.3902,1308.6520,1236.9731,1279.9805,1165.2942,1171.4381,1198.0617,1236.9731,1234.9252,1210.3495,1191.9178,1279.9805,1155.0544,1245.1650,1279.9805,1208.3016,1220.5894,1230.8292,1271.7886,1226.7333,1265.6447,1241.0691,1204.2056,1241.0691,1210.3495,1234.9252,1212.3975,1239.0211,1288.1723,1239.0211,1220.5894,1134.5747,1177.5820,1265.6447,1202.1577,1232.8772,1228.7812,1214.4455,1210.3495,1277.9325,1204.2056,1218.5414,1200.1097,1196.0138,1212.3975,1179.6300,1200.1097,1206.2536,1224.6853,1257.4528,1210.3495,1239.0211
391.0,1269.7406,1200.1097,1255.4048,1169.3902,1202.1577,1169.3902,1257.4528,1167.3422,1243.1170,1214.4455,1224.6853,1228.7812,1220.5894,1239.0211,1232.8772,1230.8292,1312.7480,1286.1244,1200.1097,1224.6853,1316.8439,1228.7812,1228.7812,1243.1170,1286.1244,1226.7333,1198.0617,1175.5341,1241.0691,1210.3495,1277.9325,1210.3495,1245.1650,1257.4528,1155.0544,1204.2056,1261.5487,1208.3016,1245.1650,1198.0617,1191.9178,1261.5487,1269.7406,1247.2130,1228.7812,1208.3016,1224.6853,1294.3163,1202.1577,1286.1244,1257.4528,1183.7259,1251.3089,1337.3236,1275.8845,1224.6853,1230.8292,1179.6300,1273.8366,1257.4528,1251.3089,1232.8772,1241.0691,1243.1170,1236.9731,1220.5894,1226.7333,1226.7333,1249.2609,1214.4455,1288.1723,1249.2609,1241.0691,1239.0211,1320.9398
391.2,1165.2942,1253.3569,1218.5414,1247.2130,1261.5487,1163.2462,1204.2056,1261.5487,1251.3089,1279.9805,1234.9252,1267.6927,1204.2056,1214.4455,1234.9252,1216.4934,1232.8772,1261.5487,1226.7333,1230.8292,1220.5894,1206.2536,1214.4455,1191.9178,1249.2609,1239.0211,1263.5967,1165.2942,1138.6706,1263.5967,1202.1577,1243.1170,1224.6853,1249.2609,1191.9178,1222.6373,1228.7812,1302.5081,1216.4934,1261.5487,1218.5414,1185.7739,1224.6853,1253.3569,1224.6853,1206.2536,1220.5894,1259.5008,1257.4528,1275.8845,1175.5341,1210.3495,1210.3495,1232.8772,1185.7739,1286.1244,1210.3495,1261.5487,1255.4048,1247.2130,1159.1503,1204.2056,1228.7812,1239.0211,1243.1170,1173.4861,1230.8292,1220.5894,1159.1503,1185.7739,1222.6373,1241.0691,1224.6853,1273.8366,1263.5967
391.4,1277.9325,1208.3016,1226.7333,1214.4455,1136.6227,1222.6373,1279.9805,1253.3569,1239.0211,1267.6927,1142.7666,1249.2609,1232.8772,1212.3975,1228.7812,1234.9252,1218.5414,1222.6373,1220.5894,1263.5967,1279.9805,1198.0617,1218.5414,1228.7812,1204.2056,1286.1244,1251.3089,1226.7333,1253.3569,1196.0138,1263.5967,1185.7739,1191.9178,1148.9105,1230.8292,1224.6853,1226.7333,1251.3089,1204.2056,1210.3495,1243.1170,1277.9325,1251.3089,1210.3495,1302.5081,1204.2056,1245.1650,1173.4861,1183.7259,1251.3089,1275.8845,1239.0211,1193.9658,1216.4934,1226.7333,1212.3975,1200.1097,1232.8772,1202.1577,1193.9658,1212.3975,1230.8292,1153.0064,1210.3495,1271.7886,1241.0691,1302.5081,1279.9805,1218.5414,1196.0138,1245.1650,1204.2056,1181.6780,1177.5820,1243.1170
391.6,1175.5341,1218.5414,1198.0617,1257.4528,1220.5894,1286.1244,1204.2056,1241.0691,1292.2683,1181.6780,1282.0284,1193.9658,1310.7000,1212.3975,1161.1983,1212.3975,1204.2056,1196.0138,1183.7259,1255.4048,1169.3902,1226.7333,1218.5414,1189.8698,1230.8292,1200.1097,1208.3016,1185.7739,1251.3089,1187.8219,1179.6300,1226.7333,1265.6447,1173.4861,1179.6300,1234.9252,1234.9252,1282.0284,1204.2056,1267.6927,1232.8772,1234.9252,1144.8145,1241.0691,1249.2609,1224.6853,1222.6373,1247.2130,1226.7333,1234.9252,1210.3495,1218.5414,1236.9731,1234.9252,1236.9731,1228.7812,1251.3089,1255.4048,1279.9805,1282.0284,1181.6780,1214.4455,1193.9658,1193.9658,1218.5414,1245.1650,1247.2130,1228.7812,1183.7259,1175.5341,1230.8292,1263.5967,1234.9252,1155.0544,1212.3975
391.8,1218.5414,1189.8698,1157.1023,1226.7333,1284.0764,1212.3975,1163.2462,1298.4122,1212.3975,1173.4861,1234.9252,1208.3016,1212.3975,1282.0284,1226.7333,1284.0764,1169.3902,1167.3422,1247.2130,1288.1723,1206.2536,1284.0764,1177.5820,1239.0211,1212.3975,1236.9731,1193.9658,1277.9325,1218.5414,1208.3016,1226.7333,1273.8366,1245.1650,1173.4861,1212.3975,1216.4934,1220.5894,1261.5487,1210.3495,1241.0691,1228.7812,1302.5081,1245.1650,1226.7333,1220.5894,1193.9658,1265.6447,1226.7333,1216.4934,1239.0211,1277.9325,1212.3975,1255.4048,1167.3422,1292.2683,1259.5008,1228.7812,1218.5414,1243.1170,1245.1650,1271.7886,1232.8772,1228.7812,1218.5414,1187.8219,1257.4528,1241.0691,1239.0211,1236.9731,1232.8772,1191.9178,1204.2056,1185.7739,1253.3569,1169.3902
392.0,1196.0138,1220.5894,1230.8292,1193.9658,1200.1097,1226.7333,1171.4381,1228.7812,1202.1577,1230.8292,1249.2609,1241.0691,1212.3975,1206.2536,1212.3975,1251.3089,1243.1170,1241.0691,1228.7812,1220.5894,1232.8772,1234.9252,1187.8219,1247.2130,1167.3422,1243.1170,1185.7739,1200.1097,1282.0284,1161.1983,1214.4455,1249.2609,1263.5967,1247.2130,1210.3495,1196.0138,1200.1097,1212.3975,1257.4528,1204.2056,1255.4048,1193.9658,1277.9325,1234.9252,1261.5487,1251.3089,1218.5414,1263.5967,1202.1577,1226.7333,1257.4528,1169.3902,1279.9805,1226.7333,1222.6373,1247.2130,1263.5967,1265.6447,1140.7186,1230.8292,1232.8772,1265.6447,1284.0764,1251.3089,1210.3495,1234.9252,1243.1170,1210.3495,1241.0691,1193.9658,1241.0691,1185.7739,1214.4455,1157.1023,1218.5414
392.2,1230.8292,1271.7886,1208.3016,1212.3975,1265.6447,1241.0691,1259.5008,1255.4048,1216.4934,1185.7739,1249.2609,1214.4455,1255.4048,1177.5820,1224.6853,1245.1650,1275.8845,1202.1577,1177.5820,1232.8772,1183.7259,1279.9805,1247.2130,1191.9178,1275.8845,1216.4934,1218.5414,1257.4528,1204.2056,1316.8439,1275.8845,1181.6780,1275.8845,1255.4048,1265.6447,1271.7886,1206.2536,1165.2942,1210.3495,1214.4455,1175.5341,1228.7812,1218.5414,1132.5267,1206.2536,1155.0544,1214.4455,1187.8219,1312.7480,1288.1723,1267.6927,1314.7959,1259.5008,1239.0211,1249.2609,1234.9252,1187.8219,1210.3495,1155.0544,1216.4934,1249.2609,1183.7259,1255.4048,1247.2130,1198.0617,1187.8219,1239.0211,1210.3495,1202.1577,1322.9878,1189.8698,1239.0211,1314.7959,1210.3495,1239.0211
392.5,1193.9658,1208.3016,1218.5414,1226.7333,1183.7259,1241.0691,1230.8292,1187.8219,1200.1097,1165.2942,1208.3016,1236.9731,1220.5894,1210.3495,1218.5414,1181.6780,1282.0284,1241.0691,1273.8366,1208.3016,1318.8919,1202.1577,1234.9252,1214.4455,1220.5894,1212.3975,1232.8772,1288.1723,1243.1170,1196.0138,1175.5341,1204.2056,1208.3016,1208.3016,1253.3569,1267.6927,1263.5967,1165.2942,1212.3975,1150.9584,1226.7333,1234.9252,1245.1650,1236.9731,1167.3422,1200.1097,1230.8292,1269.7406,1232.8772,1239.0211,1263.5967,1210.3495,1159.1503,1300.4602,1243.1170,1181.6780,1271.7886,1202.1577,1208.3016,1234.9252,1216.4934,1249.2609,1210.3495,1202.1577,1198.0617,1232.8772,1245.1650,1292.2683,1220.5894,1171.4381,1189.8698,1124.3348,1243.1170,1316.8439,1157.1023
392.7,1261.5487,1228.7812,1181.6780,1185.7739,1167.3422,1226.7333,1234.9252,1175.5341,1300.4602,1196.0138,1183.7259,1273.8366,1243.1170,1241.0691,1208.3016,1284.0764,1185.7739,1228.7812,1208.3016,1187.8219,1253.3569,1275.8845,1249.2609,1243.1170,1269.7406,1216.4934,1284.0764,1210.3495,1234.9252,1222.6373,1208.3016,1226.7333,1232.8772,1243.1170,1271.7886,1196.0138,1253.3569,1236.9731,1204.2056,1157.1023,1216.4934,1241.0691,1253.3569,1249.2609,1286.1244,1224.6853,1224.6853,1282.0284,1191.9178,1226.7333,1232.8772,1232.8772,1200.1097,1265.6447,1187.8219,1230.8292,1263.5967,1220.5894,1200.1097,1232.8772,1269.7406,1255.4048,1157.1023,1218.5414,1236.9731,1267.6927,1226.7333,1230.8292,1177.5820,1224.6853,1169.3902,1259.5008,1298.4122,1206.2536,1236.9731
392.9,1208.3016,1239.0211,1214.4455,1271.7886,1218.5414,1261.5487,1230.8292,1249.2609,1212.3975,1245.1650,1269.7406,1234.9252,1251.3089,1226.7333,1232.8772,1251.3089,1128.4308,1222.6373,1177.5820,1204.2056,1220.5894,1251.3089,1230.8292,1236.9731,1288.1723,1245.1650,1153.0064,1239.0211,1220.5894,1284.0764,1263.5967,1255.4048,1179.6300,1173.4861,1216.4934,1241.0691,1210.3495,1253.3569,1230.8292,1245.1650,1214.4455,1216.4934,1302.5081,1220.5894,1179.6300,1171.4381,1279.9805,1230.8292,1198.0617,1251.3089,1218.5414,1224.6853,1228.7812,1185.7739,1241.0691,1148.9105,1200.1097,1216.4934,1257.4528,1239.0211,1214.4455,1204.2056,1241.0691,1196.0138,1267.6927,1202.1577,1288.1723,1243.1170,1234.9252,1216.4934,1202.1577,1183.7259,1224.6853,1273.8366,1255.4048
393.1,1226.7333,1177.5820,1228.7812,1232.8772,1241.0691,1159.1503,1243.1170,1185.7739,1202.1577,1241.0691,1273.8366,1177.5820,1234.9252,1261.5487,1228.7812,1138.6706,1247.2130,1265.6447,1185.7739,1239.0211,1187.8219,1181.6780,1206.2536,1191.9178,1224.6853,1302.5081,1228.7812,1259.5008,1241.0691,1286.1244,1257.4528,1271.7886,1204.2056,1216.4934,1255.4048,1290.2203,1216.4934,1204.2056,1189.8698,1296.3642,1284.0764,1224.6853,1259.5008,1279.9805,1198.0617,1236.9731,1167.3422,1257.4528,1218.5414,1198.0617,1189.8698,1236.9731,1189.8698,1261.5487,1249.2609,1218.5414,1230.8292,1191.9178,1243.1170,1208.3016,1181.6780,1249.2609,1230.8292,1179.6300,1208.3016,1226.7333,1157.1023,1181.6780,1202.1577,1226.7333,1243.1170,1265.6447,1193.9658,1251.3089,1249.2609
393.3,1214.4455,1216.4934,1239.0211,1232.8772,1236.9731,1269.7406,1198.0617,1239.0211,1206.2536,1249.2609,1243.1170,1245.1650,1261.5487,1189.8698,1247.2130,1202.1577,1210.3495,1163.2462,1218.5414,1159.1503,1255.4048,1267.6927,1230.8292,1259.5008,1181.6780,1222.6373,1226.7333,1273.8366,1230.8292,1206.2536,1224.6853,1292.2683,1222.6373,1296.3642,1241.0691,1206.2536,1200.1097,1228.7812,1249.2609,1204.2056,1150.9584,1224.6853,1257.4528,1196.0138,1269.7406,1167.3422,1245.1650,1159.1503,1175.5341,1189.8698,1220.5894,1247.2130,1206.2536,1249.2609,1249.2609,1277.9325,1249.2609,1204.2056,1230.8292,1179.6300,1239.0211,1234.9252,1212.3975,1243.1170,1210.3495,1200.1097,1226.7333,1185.7739,1243.1170,1253.3569,1198.0617,1273.8366,1279.9805,1208.3016,1224.6853
393.5,1157.1023,1122.2869,1247.2130,1271.7886,1198.0617,1206.2536,1232.8772,1251.3089,1234.9252,1247.2130,1208.3016,1169.3902,1226.7333,1343.4675,1255.4048,1185.7739,1224.6853,1224.6853,1232.8772,1251.3089,1222.6373,1187.8219,1259.5008,1273.8366,1185.7739,1183.7259,1191.9178,1165.2942,1196.0138,1263.5967,1179.6300,1228.7812,1224.6853,1193.9658,1273.8366,1208.3016,1239.0211,1279.9805,1236.9731,1200.1097,1247.2130,1245.1650,1253.3569,1173.4861,1234.9252,1218.5414,1210.3495,1255.4048,1232.8772,1239.0211,1173.4861,1222.6373,1220.5894,1269.7406,1157.1023,1148.9105,1196.0138,1183.7259,1204.2056,1206.2536,1275.8845,1247.2130,1171.4381,1226.7333,1232.8772,1247.2130,1210.3495,1253.3569,1261.5487,1171.4381,1220.5894,1212.3975,1265.6447,1232.8772,1236.9731
