Wavelength[nm],0.00,6.67,13.34,20.01,26.69,33.36,40.03,46.70,53.37,60.04,66.71,73.38,80.06,86.73,93.40,100.07,106.74,113.41,120.08,126.75,133.43,140.10,146.77,153.44,160.11,166.78,173.45,180.12,186.80,193.47
390.2,53.2472,131.0700,40.9594,96.2545,167.9334,63.4870,94.2066,26.6236,88.0627,61.4391,104.4464,81.9187,-2.0480,71.6789,126.9741,67.5830,55.2952,133.1180,47.1033,92.1586,28.6716,100.3505,32.7675,92.1586,18.4317,69.6309,55.2952,88.0627,81.9187,88.0627
390.4,81.9188,63.4870,30.7195,14.3358,51.1992,43.0073,53.2472,73.7269,63.4870,63.4870,81.9188,94.2066,24.5756,30.7195,49.1513,16.3837,55.2952,32.7675,-6.1439,24.5756,106.4944,163.8375,96.2545,45.0553,51.1992,2.0480,116.7342,96.2545,63.4870,26.6236
390.6,38.9114,24.5756,12.2878,67.5830,-81.9187,-18.4317,45.0553,71.6789,-16.3837,71.6789,26.6236,-6.1439,-43.0073,28.6716,47.1033,8.1919,94.2066,30.7195,22.5277,26.6236,26.6236,45.0553,-18.4317,57.3431,110.5903,16.3838,30.7195,59.3911,47.1033,-22.5277
390.8,-18.4317,-51.1992,-63.4870,-49.1513,-36.8634,-30.7195,10.2398,-16.3837,2.0480,0.0000,28.6716,-12.2878,69.6309,2.0480,-10.2398,18.4317,-30.7195,-38.9114,-45.0553,-34.8155,-6.1439,34.8155,-69.6309,0.0000,-38.9114,77.8228,45.0553,-49.1513,10.2398,2.0480
391.0,34.8155,53.2472,-28.6716,18.4317,43.0073,-4.0959,-40.9594,-10.2398,2.0480,32.7675,-18.4317,4.0959,-8.1919,32.7675,18.4317,2.0480,12.2878,30.7195,14.3358,65.5350,53.2472,10.2398,-28.6716,-24.5756,34.8155,24.5756,6.1439,61.4391,10.2398,-2.0480
391.2,14.3358,-43.0073,-65.5350,4.0959,0.0000,-100.3505,-26.6236,-98.3025,-67.5830,49.1513,-28.6716,-24.5756,-12.2878,36.8634,-2.0480,20.4797,-16.3837,2.0480,-22.5277,-32.7675,-20.4797,-20.4797,-55.2952,16.3837,18.4317,-51.1992,-14.3358,20.4797,6.1439,36.8634
391.4,-6.1439,45.0553,24.5756,40.9594,40.9594,73.7269,12.2878,40.9594,10.2398,8.1919,-65.5350,14.3358,53.2472,40.9594,59.3911,14.3358,-22.5277,6.1439,73.7269,16.3837,6.1439,110.5903,22.5277,30.7195,55.2952,12.2878,-12.2878,96.2545,10.2398,49.1512
391.6,-8.1919,-8.1919,-124.9261,-73.7269,-59.3911,-20.4797,14.3358,14.3358,-96.2545,-16.3838,-12.2878,-32.7675,18.4317,34.8155,20.4797,38.9114,24.5756,-26.6236,-34.8155,-32.7675,24.5756,-20.4797,18.4317,30.7195,-12.2878,18.4317,86.0147,-6.1439,65.5350,32.7675
391.8,-22.5277,8.1919,-8.1919,-12.2878,24.5756,-14.3358,10.2398,36.8634,-12.2878,71.6789,4.0959,24.5756,79.8708,100.3505,-51.1992,83.9667,57.3431,81.9188,61.4391,53.2472,53.2472,71.6789,92.1586,34.8155,86.0147,-30.7195,-2.0480,36.8634,8.1919,40.9594
392.0,-28.6716,-12.2878,-30.7195,-26.6236,-28.6716,-10.2398,-4.0959,-40.9594,12.2878,-14.3358,10.2398,-6.1439,12.2878,86.0147,-45.0553,-16.3838,-36.8634,81.9187,36.8634,-6.1439,10.2398,57.3431,67.5830,57.3431,-26.6236,6.1439,-6.1439,30.7195,-30.7195,81.9187
392.2,-24.5756,92.1586,-12.2878,0.0000,14.3358,-14.3358,0.0000,81.9188,40.9594,20.4797,-16.3837,43.0073,51.1992,32.7675,16.3838,14.3358,4.0959,30.7195,32.7675,-10.2398,40.9594,24.5756,16.3838,59.3911,38.9114,18.4317,90.1106,-18.4317,43.0073,20.4797
392.5,2.0480,-14.3358,2.0480,55.2952,18.4317,-49.1512,-32.7675,61.4391,-8.1919,0.0000,4.0959,-36.8634,14.3358,22.5277,-14.3358,14.3358,96.2545,-14.3358,0.0000,-20.4797,12.2878,71.6789,-26.6236,28.6716,-20.4797,26.6236,-24.5756,100.3505,24.5756,18.4317
392.7,-26.6236,-4.0959,-49.1513,-10.2398,-77.8228,30.7195,0.0000,-45.0553,-24.5756,24.5756,6.1439,-4.0959,-8.1919,20.4797,-16.3837,83.9667,-14.3358,-61.4391,4.0959,-32.7675,8.1919,59.3911,4.0959,-18.4317,-83.9667,47.1033,-45.0553,14.3358,2.0480,43.0073
392.9,38.9114,94.2066,12.2878,10.2398,20.4797,92.1586,16.3837,8.1919,51.1992,49.1513,14.3358,0.0000,49.1513,59.3911,81.9188,55.2952,12.2878,53.2472,118.7822,-16.3837,2.0480,92.1586,116.7342,-6.1439,79.8708,57.3431,63.4870,116.7342,83.9667,57.3431
393.1,88.0627,94.2066,81.9188,51.1992,71.6789,96.2545,69.6309,90.1106,92.1586,83.9667,30.7195,106.4944,104.4464,98.3025,61.4391,126.9741,108.5423,100.3505,106.4944,69.6309,157.6936,108.5423,102.3984,102.3984,90.1106,94.2066,86.0147,28.6716,24.5756,110.5903
393.3,-34.8155,-38.9114,-86.0147,-26.6236,-63.4870,-63.4870,-81.9188,-2.0480,-18.4317,-26.6236,-90.1106,6.1439,-94.2066,-47.1033,-12.2878,-79.8708,-118.7822,-20.4797,-53.2472,-53.2472,-67.5830,0.0000,-88.0627,-92.1586,-81.9188,-118.7822,-32.7675,-30.7195,-53.2472,-69.6309
393.5,73.7269,6.1439,32.7675,24.5756,63.4870,45.0553,-8.1919,108.5423,38.9114,36.8634,-43.0073,79.8708,55.2952,98.3025,26.6236,45.0553,65.5350,94.2066,59.3911,63.4870,67.5830,94.2066,63.4870,110.5903,69.6309,26.6236,51.1992,118.7822,53.2472,32.7675
393.7,-38.9114,-45.0553,-2.0480,-59.3911,-38.9114,-81.9187,18.4317,14.3358,-30.7195,-22.5277,-45.0553,-28.6716,-63.4870,26.6236,-102.3984,-53.2472,20.4797,-49.1512,-36.8634,-86.0147,-61.4391,28.6716,-104.4464,-83.9667,-20.4797,-61.4391,-10.2398,10.2398,-88.0627,-43.0073
393.9,-32.7675,-4.0959,-4.0959,8.1919,26.6236,18.4317,30.7195,-6.1439,40.9594,-55.2952,61.4391,36.8634,18.4317,-16.3837,26.6236,59.3911,26.6236,-4.0959,67.5830,71.6789,16.3837,36.8634,30.7195,0.0000,59.3911,20.4797,38.9114,-6.1439,8.1919,0.0000
