Wavelength[nm],0.00,6.67,13.34,20.01,26.69,33.36,40.03,46.70,53.37,60.04,66.71,73.38,80.06,86.73,93.40,100.07,106.74,113.41,120.08,126.75,133.43,140.10,146.77,153.44,160.11,166.78,173.45,180.12,186.80,193.47,200.14,206.81,213.48,220.15,226.82,233.49,240.17,246.84,253.51,260.18,266.85,273.52,280.19,286.87,293.54,300.21,306.88,313.55,320.22,326.89,333.56,340.24,346.91,353.58,360.25,366.92,373.59,380.26,386.93,393.61,400.28,406.95,413.62,420.29,426.96,433.63,440.30,446.98,453.65,460.32,466.99,473.66,480.33,487.00,493.67
390.2,1251.3089,1314.7959,1259.5008,1335.2756,1282.0284,1318.8919,1243.1170,1271.7886
390.4,1265.6447,1302.5081,1243.1170,1265.6447,1329.1317,1255.4048,1259.5008,1230.8292
390.6,1296.3642,1286.1244,1302.5081,1302.5081,1255.4048,1349.6114,1292.2683,1232.8772
390.8,1294.3163,1290.2203,1261.5487,1257.4528,1234.9252,1271.7886,1261.5487,1243.1170
391.0,1232.8772,1247.2130,1290.2203,1261.5487,1247.2130,1325.0358,1320.9398,1251.3089
391.2,1304.5561,1255.4048,1306.6041,1187.8219,1261.5487,1224.6853,1249.2609,1247.2130
391.4,1286.1244,1271.7886,1251.3089,1269.7406,1284.0764,1286.1244,1230.8292,1202.1577
391.6,1243.1170,1300.4602,1220.5894,1288.1723,1251.3089,1265.6447,1245.1650,1263.5967
391.8,1241.0691,1300.4602,1230.8292,1261.5487,1327.0838,1314.7959,1259.5008,1247.2130
392.0,1236.9731,1239.0211,1251.3089,1310.7000,1327.0838,1318.8919,1263.5967,1226.7333
392.2,1261.5487,1304.5561,1298.4122,1216.4934,1253.3569,1279.9805,1222.6373,1302.5081
392.5,1275.8845,1251.3089,1294.3163,1228.7812,1310.7000,1267.6927,1263.5967,1277.9325
392.7,1257.4528,1261.5487,1234.9252,1234.9252,1273.8366,1314.7959,1327.0838,1249.2609
392.9,1265.6447,1239.0211,1269.7406,1232.8772,1310.7000,1204.2056,1310.7000,1312.7480
393.1,1232.8772,1288.1723,1241.0691,1314.7959,1253.3569,1232.8772,1245.1650,1314.7959
393.3,1282.0284,1247.2130,1308.6520,1230.8292,1271.7886,1312.7480,1247.2130,1226.7333
393.5,1294.3163,1228.7812,1247.2130,1249.2609,1226.7333,1236.9731,1318.8919,1277.9325
393.7,1337.3236,1269.7406,1273.8366,1288.1723,1294.3163,1329.1317,1288.1723,1292.2683
393.9,1292.2683,1277.9325,1304.5561,1271.7886,1271.7886,1259.5008,1241.0691,1241.0691
394.1,1320.9398,1288.1723,1296.3642,1298.4122,1277.9325,1267.6927,1253.3569,1267.6927
394.3,1251.3089,1327.0838,1253.3569,1265.6447,1290.2203,1251.3089,1275.8845,1288.1723
394.5,1236.9731,1298.4122,1255.4048,1253.3569,1265.6447,1312.7480,1267.6927,1261.5487
394.7,1341.4195,1232.8772,1255.4048,1292.2683,1277.9325,1308.6520,1273.8366,1232.8772
394.9,1220.5894,1253.3569,1269.7406,1314.7959,1234.9252,1251.3089,1243.1170,1269.7406
395.1,1265.6447,1277.9325,1345.5155,1218.5414,1210.3495,1269.7406,1304.5561,1349.6114
395.3,1310.7000,1282.0284,1263.5967,1210.3495,1245.1650,1275.8845,1294.3163,1279.9805
395.5,1255.4048,1216.4934,1288.1723,1267.6927,1306.6041,1210.3495,1267.6927,1263.5967
395.8,1300.4602,1267.6927,1341.4195,1259.5008,1269.7406,1316.8439,1210.3495,1320.9398
396.0,1318.8919,1273.8366,1333.2277,1222.6373,1249.2609,1271.7886,1310.7000,1257.4528
396.2,1290.2203,1277.9325,1282.0284,1232.8772,1232.8772,1263.5967,1202.1577,1333.2277
396.4,1320.9398,1288.1723,1298.4122,1267.6927,1312.7480,1226.7333,1292.2683,1261.5487
396.6,1277.9325,1322.9878,1304.5561,1296.3642,1277.9325,1279.9805,1277.9325,1222.6373
396.8,1261.5487,1331.1797,1245.1650,1273.8366,1271.7886,1279.9805,1236.9731,1236.9731
397.0,1314.7959,1296.3642,1236.9731,1234.9252,1277.9325,1251.3089,1325.0358,1294.3163
397.2,1320.9398,1316.8439,1249.2609,1335.2756,1193.9658,1275.8845,1318.8919,1249.2609
397.4,1234.9252,1269.7406,1320.9398,1279.9805,1298.4122,1234.9252,1273.8366,1232.8772
397.6,1331.1797,1310.7000,1306.6041,1275.8845,1239.0211,1277.9325,1327.0838,1271.7886
397.8,1234.9252,1249.2609,1228.7812,1269.7406,1239.0211,1245.1650,1331.1797,1296.3642
398.0,1220.5894,1286.1244,1292.2683,1193.9658,1218.5414,1284.0764,1263.5967,1290.2203
398.2,1290.2203,1263.5967,1208.3016,1218.5414,1308.6520,1247.2130,1218.5414,1298.4122
398.4,1247.2130,1290.2203,1288.1723,1214.4455,1341.4195,1300.4602,1294.3163,1239.0211
398.6,1234.9252,1279.9805,1312.7480,1277.9325,1249.2609,1230.8292,1259.5008,1286.1244
398.8,1310.7000,1218.5414,1290.2203,1329.1317,1284.0764,1327.0838,1277.9325,1300.4602
399.0,1263.5967,1232.8772,1277.9325,1255.4048,1218.5414,1255.4048,1269.7406,1228.7812
399.3,1318.8919,1310.7000,1361.8992,1290.2203,1292.2683,1327.0838,1312.7480,1335.2756
399.5,1282.0284,1261.5487,1286.1244,1210.3495,1302.5081,1210.3495,1251.3089,1294.3163
399.7,1314.7959,1308.6520,1263.5967,1304.5561,1255.4048,1286.1244,1251.3089,1234.9252
399.9,1279.9805,1204.2056,1261.5487,1329.1317,1288.1723,1294.3163,1357.8033,1318.8919
400.1,1296.3642,1298.4122,1292.2683,1327.0838,1222.6373,1257.4528,1288.1723,1249.2609
400.3,1257.4528,1314.7959,1271.7886,1234.9252,1298.4122,1314.7959,1275.8845,1296.3642
