Wavelength[nm],0.00,6.67,13.34,20.01,26.69,33.36,40.03,46.70,53.37,60.04,66.71,73.38,80.06,86.73,93.40,100.07,106.74,113.41,120.08,126.75,133.43,140.10,146.77,153.44,160.11,166.78,173.45,180.12,186.80,193.47,200.14,206.81,213.48,220.15,226.82,233.49,240.17,246.84,253.51,260.18,266.85,273.52,280.19,286.87,293.54,300.21,306.88,313.55,320.22,326.89,333.56,340.24,346.91,353.58,360.25,366.92,373.59,380.26,386.93,393.61,400.28,406.95,413.62,420.29,426.96,433.63,440.30,446.98,453.65,460.32,466.99,473.66,480.33,487.00,493.67
390.2,1212.3975,1245.1650,1259.5008,1241.0691,1325.0358,1331.1797,1232.8772,1208.3016,1239.0211
390.4,1181.6780,1249.2609,1220.5894,1267.6927,1259.5008,1245.1650,1282.0284,1165.2942,1218.5414
390.6,1255.4048,1206.2536,1224.6853,1222.6373,1267.6927,1273.8366,1247.2130,1253.3569,1273.8366
390.8,1259.5008,1267.6927,1200.1097,1210.3495,1263.5967,1153.0064,1282.0284,1196.0138,1191.9178
391.0,1261.5487,1232.8772,1222.6373,1232.8772,1218.5414,1261.5487,1202.1577,1257.4528,1257.4528
391.2,1263.5967,1279.9805,1232.8772,1200.1097,1263.5967,1224.6853,1163.2462,1218.5414,1259.5008
391.4,1245.1650,1210.3495,1208.3016,1173.4861,1200.1097,1202.1577,1116.1430,1216.4934,1261.5487
391.6,1234.9252,1220.5894,1257.4528,1193.9658,1261.5487,1255.4048,1224.6853,1202.1577,1251.3089
391.8,1214.4455,1189.8698,1241.0691,1230.8292,1218.5414,1202.1577,1222.6373,1251.3089,1263.5967
392.0,1294.3163,1279.9805,1187.8219,1271.7886,1232.8772,1247.2130,1175.5341,1230.8292,1230.8292
392.2,1239.0211,1245.1650,1257.4528,1267.6927,1216.4934,1247.2130,1210.3495,1257.4528,1236.9731
392.5,1169.3902,1259.5008,1191.9178,1265.6447,1163.2462,1245.1650,1173.4861,1234.9252,1273.8366
392.7,1218.5414,1245.1650,1171.4381,1243.1170,1245.1650,1251.3089,1245.1650,1234.9252,1212.3975
392.9,1236.9731,1224.6853,1157.1023,1257.4528,1226.7333,1275.8845,1275.8845,1224.6853,1153.0064
393.1,1314.7959,1263.5967,1210.3495,1236.9731,1255.4048,1247.2130,1257.4528,1198.0617,1222.6373
393.3,1206.2536,1206.2536,1261.5487,1239.0211,1171.4381,1222.6373,1218.5414,1196.0138,1204.2056
393.5,1177.5820,1259.5008,1202.1577,1196.0138,1249.2609,1245.1650,1208.3016,1214.4455,1230.8292
393.7,1210.3495,1155.0544,1259.5008,1173.4861,1249.2609,1271.7886,1171.4381,1271.7886,1239.0211
393.9,1290.2203,1210.3495,1259.5008,1290.2203,1159.1503,1226.7333,1191.9178,1198.0617,1241.0691
394.1,1177.5820,1257.4528,1216.4934,1212.3975,1228.7812,1218.5414,1183.7259,1226.7333,1196.0138
394.3,1175.5341,1241.0691,1212.3975,1286.1244,1144.8145,1269.7406,1247.2130,1204.2056,1279.9805
394.5,1204.2056,1216.4934,1226.7333,1277.9325,1206.2536,1245.1650,1167.3422,1214.4455,1175.5341
394.7,1232.8772,1218.5414,1173.4861,1206.2536,1208.3016,1335.2756,1150.9584,1224.6853,1177.5820
394.9,1271.7886,1196.0138,1228.7812,1251.3089,1259.5008,1216.4934,1202.1577,1259.5008,1226.7333
395.1,1177.5820,1183.7259,1263.5967,1228.7812,1241.0691,1267.6927,1292.2683,1173.4861,1261.5487
395.3,1288.1723,1189.8698,1275.8845,1208.3016,1320.9398,1220.5894,1175.5341,1214.4455,1316.8439
395.5,1249.2609,1306.6041,1208.3016,1189.8698,1284.0764,1292.2683,1200.1097,1177.5820,1200.1097
395.8,1183.7259,1212.3975,1157.1023,1239.0211,1208.3016,1236.9731,1228.7812,1261.5487,1208.3016
396.0,1212.3975,1245.1650,1202.1577,1275.8845,1202.1577,1202.1577,1167.3422,1230.8292,1210.3495
396.2,1236.9731,1155.0544,1279.9805,1239.0211,1267.6927,1198.0617,1206.2536,1232.8772,1282.0284
396.4,1249.2609,1189.8698,1316.8439,1212.3975,1220.5894,1155.0544,1214.4455,1175.5341,1249.2609
396.6,1243.1170,1230.8292,1257.4528,1183.7259,1267.6927,1208.3016,1273.8366,1200.1097,1271.7886
396.8,1212.3975,1247.2130,1206.2536,1269.7406,1236.9731,1257.4528,1193.9658,1253.3569,1212.3975
