Wavelength[nm],0.00,1000.69,2001.38,3002.08,4002.77,5003.46,6004.15,7004.85,8005.54,9006.23,10006.92,11007.62,12008.31,13009.00,14009.69,15010.38,16011.08,17011.77,18012.46,19013.15,20013.85,21014.54,22015.23,23015.92,24016.61,25017.31,26018.00,27018.69,28019.38,29020.08,30020.77,31021.46,32022.15,33022.85,34023.54,35024.23,36024.92,37025.61,38026.31,39027.00,40027.69,41028.38,42029.08,43029.77,44030.46,45031.15,46031.85,47032.54,48033.23,49033.92,50034.61,51035.31,52036.00,53036.69,54037.38,55038.08,56038.77,57039.46,58040.15,59040.84
390.2,-45.0553,-28.6716,-8.1919,-6.1439,-6.1439,47.1033,-45.0553,-40.9594,26.6236,-47.1033,12.2878,28.6716,-16.3837,-71.6789,55.2952,43.0073,-6.1439,26.6236,-43.0073,-32.7675,2.0480,45.0553,-69.6309,24.5756,73.7269,34.8155,86.0147,-10.2398,-14.3358,10.2398,36.8634,-67.5830,43.0073,-12.2878,61.4391,16.3837,6.1439,6.1439,96.2545,28.6716,-6.1439,16.3837,28.6716,22.5277,-30.7195,-57.3431,49.1513,6.1439,2.0480,-22.5277,26.6236,-32.7675,40.9594,26.6236,49.1513,-43.0073,-53.2472,45.0553,-49.1512,14.3358
390.4,77.8228,-32.7675,83.9667,65.5350,40.9594,12.2878,-6.1439,-6.1439,79.8708,28.6716,-30.7195,114.6862,4.0959,-12.2878,59.3911,24.5756,49.1512,-12.2878,6.1439,10.2398,0.0000,8.1919,45.0553,-45.0553,-6.1439,65.5350,-4.0959,49.1512,-34.8155,2.0480,-98.3025,12.2878,-2.0480,-36.8634,4.0959,-55.2952,-38.9114,24.5756,2.0480,-20.4797,77.8228,53.2472,18.4317,8.1919,-10.2398,6.1439,-12.2878,55.2952,63.4870,0.0000,-28.6716,18.4317,12.2878,67.5830,16.3837,65.5350,30.7195,73.7269,36.8634,-47.1033
390.6,114.6862,75.7748,155.6456,114.6862,122.8781,71.6789,116.7342,34.8155,159.7416,112.6383,94.2066,45.0553,108.5423,65.5350,75.7748,106.4944,100.3505,131.0700,98.3025,40.9594,71.6789,147.4537,51.1992,110.5903,67.5830,90.1106,143.3578,20.4797,67.5830,83.9667,100.3505,108.5423,122.8781,81.9188,133.1180,120.8302,61.4391,104.4464,83.9667,126.9741,90.1106,26.6236,86.0147,63.4870,86.0147,6.1439,59.3911,63.4870,53.2472,184.3172,98.3025,47.1033,34.8155,120.8302,94.2066,94.2066,49.1512,83.9667,112.6383,167.9334
390.8,53.2472,116.7342,22.5277,88.0627,40.9594,118.7822,28.6716,36.8634,92.1586,118.7822,63.4870,36.8634,118.7822,90.1106,45.0553,106.4944,38.9114,47.1033,73.7269,28.6716,75.7748,81.9188,67.5830,75.7748,24.5756,83.9667,40.9594,90.1106,73.7269,40.9594,90.1106,79.8708,88.0627,24.5756,8.1919,75.7748,131.0700,16.3837,26.6236,51.1992,22.5277,38.9114,112.6383,71.6789,86.0147,83.9667,49.1513,49.1513,34.8155,106.4944,26.6236,28.6716,110.5903,83.9667,4.0959,43.0073,6.1439,98.3025,139.2619,110.5903
391.0,-38.9114,6.1439,-55.2952,-83.9667,-36.8634,-49.1513,-30.7195,-73.7269,-10.2398,6.1439,-16.3838,-94.2066,-10.2398,-12.2878,-14.3358,-73.7269,-55.2952,-53.2472,-61.4391,-30.7195,-28.6716,-28.6716,-98.3025,-118.7822,-59.3911,-65.5350,26.6236,-96.2545,-51.1992,-20.4797,-36.8634,12.2878,38.9114,-108.5423,-57.3431,-10.2398,-100.3505,-75.7748,-14.3358,-24.5756,-36.8634,-22.5277,6.1439,-43.0073,47.1033,-96.2545,2.0480,-57.3431,10.2398,-59.3911,-49.1513,-133.1180,-14.3358,-45.0553,-83.9667,-38.9114,-51.1992,-49.1513,-55.2952,-51.1992
391.2,28.6716,14.3358,47.1033,30.7195,122.8781,110.5903,38.9114,75.7748,-16.3837,81.9188,38.9114,61.4391,24.5756,16.3837,49.1513,24.5756,-30.7195,49.1513,94.2066,131.0700,53.2472,67.5830,-12.2878,43.0073,6.1439,55.2952,53.2472,45.0553,18.4317,73.7269,28.6716,12.2878,90.1106,12.2878,83.9667,77.8228,38.9114,24.5756,110.5903,71.6789,18.4317,65.5350,63.4870,0.0000,88.0627,36.8634,-36.8634,-14.3358,92.1586,49.1513,14.3358,65.5350,92.1586,57.3431,28.6716,77.8228,75.7748,-8.1919,12.2878,26.6236
391.4,63.4870,69.6309,32.7675,-28.6716,43.0073,0.0000,16.3838,59.3911,49.1513,45.0553,49.1513,88.0627,24.5756,43.0073,-32.7675,43.0073,30.7195,53.2472,32.7675,34.8155,30.7195,2.0480,75.7748,40.9594,86.0147,4.0959,2.0480,45.0553,96.2545,26.6236,51.1992,69.6309,36.8634,69.6309,-20.4797,-24.5756,4.0959,30.7195,65.5350,45.0553,36.8634,20.4797,43.0073,6.1439,12.2878,45.0553,24.5756,49.1513,63.4870,73.7269,32.7675,55.2952,24.5756,51.1992,20.4797,73.7269,14.3358,57.3431,12.2878,-14.3358
391.6,116.7342,86.0147,145.4058,106.4944,104.4464,55.2952,92.1586,110.5903,65.5350,106.4944,32.7675,114.6862,86.0147,92.1586,143.3578,100.3505,63.4870,83.9667,122.8781,77.8228,129.0220,116.7342,112.6383,32.7675,83.9667,63.4870,133.1180,92.1586,92.1586,59.3911,108.5423,79.8708,120.8302,61.4391,100.3505,159.7416,126.9741,106.4944,116.7342,104.4464,126.9741,147.4537,108.5423,135.1659,114.6862,106.4944,145.4058,94.2066,57.3431,94.2066,83.9667,94.2066,49.1512,77.8228,108.5423,63.4870,18.4317,83.9667,14.3358,182.2692
391.8,34.8155,53.2472,90.1106,65.5350,12.2878,-10.2398,20.4797,61.4391,34.8155,77.8228,81.9188,-32.7675,12.2878,79.8708,24.5756,30.7195,88.0627,73.7269,10.2398,65.5350,4.0959,40.9594,22.5277,83.9667,139.2619,106.4944,20.4797,30.7195,30.7195,45.0553,36.8634,28.6716,43.0073,22.5277,73.7269,114.6863,0.0000,40.9594,-6.1439,71.6789,28.6716,43.0073,59.3911,38.9114,53.2472,73.7269,30.7195,16.3838,-43.0073,92.1586,63.4870,10.2398,40.9594,-14.3358,26.6236,90.1106,61.4391,75.7748,69.6309,14.3358
