Wavelength[nm],0.00,100.07,200.14,300.21,400.28,500.35,600.42,700.48,800.55,900.62,1000.69,1100.76,1200.83,1300.90,1400.97,1501.04,1601.11,1701.18,1801.25,1901.32,2001.38,2101.45,2201.52,2301.59,2401.66,2501.73,2601.80,2701.87,2801.94,2902.01,3002.08,3102.15,3202.22,3302.28,3402.35,3502.42,3602.49,3702.56,3802.63,3902.70,4002.77,4102.84,4202.91,4302.98,4403.05,4503.12,4603.18,4703.25,4803.32,4903.39,5003.46,5103.53,5203.60,5303.67,5403.74,5503.81,5603.88,5703.95,5804.02,5904.08,6004.15,6104.22,6204.29,6304.36,6404.43,6504.50,6604.57,6704.64,6804.71,6904.78,7004.85,7104.92,7204.98,7305.05,7405.12,7505.19,7605.26,7705.33,7805.40,7905.47,8005.54,8105.61,8205.68,8305.75,8405.82,8505.88,8605.95,8706.02,8806.09,8906.16,9006.23,9106.30,9206.37,9306.44,9406.51,9506.58,9606.65,9706.72,9806.78,9906.85
390.2,43.0073,34.8155,-20.4797,86.0147,-43.0073,-32.7675,26.6236,-8.1919,14.3358,63.4870,-45.0553,-65.5350,-12.2878,-28.6716,-18.4317,45.0553,-94.2066,-8.1919,32.7675,16.3837,40.9594,18.4317,-16.3838,-55.2952,40.9594,-30.7195,55.2952,2.0480,36.8634,73.7269,-14.3358,30.7195,16.3837,53.2472,-4.0959,-28.6716,-2.0480,18.4317,-43.0073,2.0480,24.5756,-6.1439,-55.2952,75.7748,-20.4797,-22.5277,-36.8634,-49.1513,-4.0959,-10.2398,18.4317,86.0147,55.2952,53.2472,45.0553,-10.2398,-14.3358,26.6236,30.7195,-36.8634,-6.1439,-2.0480,-30.7195,38.9114,22.5277,57.3431,-55.2952,16.3837,4.0959,-67.5830,-45.0553,-43.0073,71.6789,-43.0073,-49.1513,4.0959,-45.0553,20.4797,-45.0553,-22.5277,-79.8708,-18.4317,30.7195,0.0000,24.5756,-30.7195,-16.3838,28.6716,20.4797,-90.1106,-43.0073,-8.1919,40.9594,16.3837,-34.8155,-71.6789,-10.2398,18.4317,-14.3358,-12.2878
390.4,63.4870,98.3025,6.1439,-20.4797,12.2878,38.9114,38.9114,79.8708,16.3837,88.0627,2.0480,26.6236,83.9667,63.4870,55.2952,47.1033,38.9114,-22.5277,16.3837,67.5830,92.1586,38.9114,79.8708,26.6236,49.1512,32.7675,22.5277,67.5830,36.8634,16.3837,69.6309,110.5903,137.2139,-51.1992,32.7675,20.4797,20.4797,59.3911,38.9114,28.6716,55.2952,30.7195,53.2472,94.2066,67.5830,49.1512,40.9594,38.9114,-12.2878,120.8302,12.2878,96.2545,49.1512,57.3431,20.4797,63.4870,57.3431,90.1106,100.3505,65.5350,96.2545,30.7195,32.7675,22.5277,36.8634,40.9594,10.2398,20.4797,40.9594,55.2952,51.1992,32.7675,28.6716,43.0073,20.4797,69.6309,10.2398,53.2472,67.5830,67.5830,34.8155,-10.2398,18.4317,-24.5756,38.9114,61.4391,124.9261,79.8708,81.9188,4.0959,51.1992,6.1439,-8.1919,53.2472,86.0147,36.8634,8.1919,2.0480,98.3025,43.0073
390.6,-24.5756,20.4797,61.4391,116.7342,10.2398,28.6716,24.5756,-18.4317,81.9188,38.9114,67.5830,-59.3911,-34.8155,114.6862,0.0000,28.6716,34.8155,65.5350,12.2878,36.8634,6.1439,83.9667,-8.1919,36.8634,51.1992,49.1513,40.9594,22.5277,45.0553,10.2398,45.0553,61.4391,-6.1439,20.4797,-69.6309,67.5830,2.0480,53.2472,28.6716,-12.2878,10.2398,55.2952,32.7675,77.8228,28.6716,-2.0480,18.4317,-8.1919,71.6789,18.4317,65.5350,6.1439,10.2398,28.6716,26.6236,45.0553,47.1033,59.3911,-32.7675,18.4317,2.0480,28.6716,75.7748,-28.6716,43.0073,116.7342,-32.7675,47.1033,12.2878,18.4317,-47.1033,20.4797,47.1033,-43.0073,-22.5277,8.1919,32.7675,47.1033,114.6862,92.1586,24.5756,26.6236,51.1992,-12.2878,-12.2878,45.0553,4.0959,63.4870,30.7195,45.0553,6.1439,43.0073,22.5277,-16.3837,4.0959,61.4391,45.0553,96.2545,43.0073,20.4797
390.8,-38.9114,-63.4870,-10.2398,-4.0959,-61.4391,14.3358,12.2878,-34.8155,-22.5277,38.9114,26.6236,-2.0480,-38.9114,38.9114,14.3358,-36.8634,-32.7675,96.2545,-26.6236,-38.9114,-51.1992,-49.1512,-32.7675,2.0480,-14.3358,-2.0480,-34.8155,-4.0959,-28.6716,-40.9594,-30.7195,26.6236,30.7195,10.2398,-28.6716,8.1919,0.0000,-71.6789,-53.2472,14.3358,-40.9594,-28.6716,-45.0553,-4.0959,-28.6716,-65.5350,-26.6236,-8.1919,-22.5277,-6.1439,34.8155,-43.0073,-18.4317,-83.9667,-10.2398,-30.7195,-34.8155,-86.0147,-79.8708,8.1919,-53.2472,-24.5756,-6.1439,-18.4317,12.2878,-28.6716,-53.2472,-43.0073,-26.6236,-59.3911,-22.5277,-49.1512,20.4797,10.2398,8.1919,0.0000,2.0480,-12.2878,14.3358,-61.4391,-55.2952,38.9114,-10.2398,43.0073,16.3837,-24.5756,-49.1512,-20.4797,28.6716,-12.2878,26.6236,14.3358,-43.0073,-75.7748,-18.4317,-28.6716,-22.5277,-77.8228,-22.5277,-38.9114
391.0,-6.1439,-20.4797,-55.2952,-8.1919,-18.4317,-34.8155,-26.6236,8.1919,-14.3358,-28.6716,6.1439,-67.5830,-43.0073,-10.2398,22.5277,-18.4317,-4.0959,-32.7675,18.4317,34.8155,-22.5277,10.2398,32.7675,-22.5277,-14.3358,49.1513,12.2878,28.6716,28.6716,14.3358,8.1919,51.1992,-4.0959,36.8634,0.0000,-8.1919,26.6236,-32.7675,-6.1439,34.8155,24.5756,0.0000,24.5756,22.5277,47.1033,-6.1439,-26.6236,57.3431,-2.0480,34.8155,14.3358,-14.3358,-16.3837,-38.9114,108.5423,0.0000,-14.3358,-4.0959,24.5756,34.8155,-47.1033,-2.0480,4.0959,-28.6716,-32.7675,55.2952,2.0480,12.2878,-14.3358,26.6236,30.7195,4.0959,6.1439,4.0959,75.7748,-10.2398,-28.6716,-16.3837,79.8708,-6.1439,30.7195,4.0959,-71.6789,28.6716,12.2878,-26.6236,-8.1919,16.3838,0.0000,2.0480,20.4797,-34.8155,-12.2878,14.3358,30.7195,-10.2398,-20.4797,6.1439,38.9114,4.0959
391.2,-49.1512,16.3837,12.2878,-18.4317,49.1513,4.0959,6.1439,-10.2398,45.0553,-61.4391,22.5277,75.7748,-14.3358,-22.5277,-14.3358,45.0553,-4.0959,65.5350,30.7195,61.4391,69.6309,6.1439,18.4317,43.0073,20.4797,32.7675,57.3431,6.1439,106.4944,24.5756,53.2472,32.7675,49.1513,-59.3911,139.2619,28.6716,10.2398,40.9594,12.2878,-8.1919,51.1992,59.3911,88.0627,2.0480,-16.3837,12.2878,20.4797,63.4870,61.4391,-16.3837,-40.9594,12.2878,77.8228,98.3025,98.3025,40.9594,49.1513,45.0553,22.5277,45.0553,43.0073,53.2472,96.2545,47.1033,10.2398,102.3984,26.6236,100.3505,36.8634,20.4797,-10.2398,40.9594,10.2398,-43.0073,57.3431,12.2878,67.5830,51.1992,18.4317,51.1992,45.0553,12.2878,38.9114,83.9667,-4.0959,24.5756,-10.2398,2.0480,47.1033,55.2952,43.0073,67.5830,51.1992,10.2398,92.1586,38.9114,-2.0480,38.9114,43.0073,53.2472
391.4,69.6309,4.0959,-24.5756,45.0553,-18.4317,47.1033,28.6716,2.0480,30.7195,2.0480,-30.7195,-8.1919,-22.5277,73.7269,34.8155,2.0480,49.1513,47.1033,81.9188,28.6716,32.7675,8.1919,12.2878,20.4797,20.4797,-22.5277,24.5756,-24.5756,34.8155,79.8708,10.2398,14.3358,0.0000,-129.0220,67.5830,-26.6236,18.4317,18.4317,26.6236,59.3911,-2.0480,-45.0553,6.1439,18.4317,36.8634,-45.0553,40.9594,45.0553,-59.3911,28.6716,-18.4317,-43.0073,-61.4391,12.2878,-8.1919,6.1439,59.3911,32.7675,-24.5756,-34.8155,-32.7675,-55.2952,-8.1919,24.5756,14.3358,-30.7195,6.1439,43.0073,16.3838,-8.1919,38.9114,47.1033,0.0000,34.8155,-14.3358,-6.1439,6.1439,-4.0959,38.9114,-36.8634,18.4317,40.9594,6.1439,-43.0073,22.5277,-53.2472,-20.4797,10.2398,26.6236,-34.8155,28.6716,18.4317,55.2952,-8.1919,40.9594,-47.1033,-2.0480,20.4797,47.1033,16.3838
391.6,-114.6862,-69.6309,-47.1033,-14.3358,-79.8708,-38.9114,38.9114,12.2878,-8.1919,2.0480,-20.4797,-28.6716,-55.2952,12.2878,-28.6716,-24.5756,-28.6716,-49.1513,-24.5756,-14.3358,-61.4391,-34.8155,-57.3431,-57.3431,-16.3837,26.6236,-36.8634,-55.2952,-28.6716,-10.2398,-8.1919,-4.0959,-12.2878,-36.8634,28.6716,-67.5830,-45.0553,-47.1033,-49.1513,34.8155,-16.3837,-16.3837,-36.8634,22.5277,-12.2878,16.3837,-88.0627,-36.8634,-6.1439,-92.1586,-10.2398,-90.1106,18.4317,-36.8634,-61.4391,-96.2545,24.5756,-104.4464,26.6236,-45.0553,14.3358,-10.2398,24.5756,-10.2398,-2.0480,8.1919,-53.2472,-30.7195,18.4317,-26.6236,-47.1033,-83.9667,6.1439,40.9594,12.2878,-34.8155,-75.7748,-57.3431,-24.5756,-65.5350,12.2878,20.4797,-26.6236,43.0073,-98.3025,2.0480,-90.1106,-63.4870,32.7675,-18.4317,8.1919,12.2878,-108.5423,-18.4317,-81.9188,-28.6716,4.0959,-94.2066,6.1439,18.4317
391.8,-32.7675,-4.0959,-20.4797,-28.6716,-16.3837,10.2398,-24.5756,-38.9114,-16.3837,-65.5350,28.6716,-14.3358,-49.1512,4.0959,-65.5350,-49.1512,-8.1919,24.5756,-24.5756,20.4797,-18.4317,14.3358,-22.5277,-40.9594,-22.5277,-26.6236,2.0480,-40.9594,-24.5756,-22.5277,-51.1992,2.0480,-10.2398,-98.3025,38.9114,-28.6716,-4.0959,-71.6789,-108.5423,-12.2878,88.0627,20.4797,-18.4317,-2.0480,8.1919,28.6716,-6.1439,-47.1033,-49.1512,-30.7195,-28.6716,-2.0480,6.1439,-16.3837,-47.1033,-40.9594,-32.7675,8.1919,-51.1992,-59.3911,-49.1512,-59.3911,-49.1512,-73.7269,-16.3837,-63.4870,18.4317,-36.8634,-49.1512,-63.4870,-14.3358,-8.1919,6.1439,-73.7269,-8.1919,8.1919,-4.0959,2.0480,-4.0959,-32.7675,-20.4797,32.7675,-34.8155,8.1919,-49.1512,-6.1439,-67.5830,-49.1512,-32.7675,-2.0480,24.5756,16.3837,-24.5756,34.8155,-77.8228,20.4797,24.5756,-59.3911,-38.9114,-79.8708
